"uniqueID","species","siteID","blockID","experiment","OTC","vegetation","plotID","registrator","date","campaign_number","X","Y","present","vegetation_height","bryophyte_depth","vegetation_cover","bryophyte_cover","lichen_cover","comments"
"Ver_alp_Ulv_5_E_W_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_5","E","W","NoVeg","Ulv_5_E_W_NoVeg","CZ",2021-08-03,"sixth","21","27","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_5_E_W_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_5","E","W","NoVeg","Ulv_5_E_W_NoVeg","CZ",2021-08-28,"seventh","21","27","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-06-29,"first","26","19","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-05,"second","26","19","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-25,"third","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-06-08,"fourth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-07-06,"fifth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-03,"sixth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_1","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-28,"seventh","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-06-29,"first","26","19","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-05,"second","26","19","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-25,"third","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-06-08,"fourth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-07-06,"fifth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-03,"sixth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_2","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-28,"seventh","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-06-29,"first","26","19","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-05,"second","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-25,"third","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-06-08,"fourth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-07-06,"fifth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-03,"sixth","26","19","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_3","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-28,"seventh","26","19","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,NA,"zero",NA,NA,"no",70,14,100,"20",NA,NA
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,2020-06-30,"first",NA,NA,"no",70,14,100,"20",NA,NA
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","DE",2020-08-12,"second","","","no",70,14,100,"20",NA,""
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","RG",2020-08-26,"third","","","no",70,14,100,"20",NA,""
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","CZ",2021-06-09,"fourth","","","no",78,7,100,"10",NA,""
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,2021-07-12,"fifth",NA,NA,"no",78,7,100,"10",NA,NA
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,2021-08-05,"sixth",NA,NA,"no",78,7,100,"10",NA,NA
"Sib_pro_Gud_1_B_W_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","CZ",2021-08-28,"seventh","","","no",78,7,100,"",NA,""
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,NA,"zero",NA,NA,"no",70,14,100,"20",NA,NA
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,2020-06-30,"first",NA,NA,"no",70,14,100,"20",NA,NA
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","RG",2020-08-12,"second","","","no",70,14,100,"",NA,""
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","RG",2020-08-26,"third","","","no",70,14,100,"",NA,""
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","CZ",2021-06-09,"fourth","","","no",78,7,100,"",NA,""
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,2021-07-12,"fifth",NA,NA,"no",78,7,100,"",NA,NA
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg",NA,2021-08-05,"sixth",NA,NA,"no",78,7,100,"",NA,NA
"Ver_alp_Gud_1_B_W_Veg_1","Ver_alp","Gudmedalen","Gud_1","B","W","Veg","Gud_1_B_W_Veg","CZ",2021-08-28,"seventh","","","no",78,7,100,"",NA,""
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg",NA,NA,"zero",NA,NA,"no",80,20,78,"20",NA,NA
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg",NA,2020-06-30,"first",NA,NA,"no",80,20,78,"20",NA,NA
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg","RG",2020-08-12,"second","","","no",80,20,78,"20",NA,""
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg","RG",2020-08-26,"third","","","no",80,20,78,"20",NA,""
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg","CZ",2021-06-09,"fourth","","","no",70,0,100,"",NA,""
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg",NA,2021-07-12,"fifth",NA,NA,"no",70,0,100,"",NA,NA
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg",NA,2021-08-05,"sixth",NA,NA,"no",70,0,100,"",NA,NA
"Sib_pro_Gud_1_B_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","B","C","Veg","Gud_1_B_C_Veg","CZ",2021-08-28,"seventh","","","no",70,0,100,"<1",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-06-30,"first","23","45","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-08-13,"second","23","45","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-08-26,"third","23","45","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-06-09,"fourth","23","45","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-07-12,"fifth","23","45","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-05,"sixth","23","45","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_1","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-28,"seventh","23","45","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-06-30,"first","30","48","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-08-13,"second","30","48","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-08-26,"third","30","48","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-06-09,"fourth","30","48","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-07-12,"fifth","30","48","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-05,"sixth","30","48","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_2","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-28,"seventh","30","48","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-06-30,"first","39","27","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-08-13,"second","39","27","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","RG",2020-08-26,"third","39","27","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-06-09,"fourth","39","27","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-07-12,"fifth","39","27","no",NA,NA,NA,"",NA,"probably there"
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-05,"sixth","39","27","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_3","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-28,"seventh","39","27","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg",NA,NA,"zero",NA,NA,"no",65,19,100,"30",NA,NA
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg","RG",2020-06-30,"first","","","no",65,19,100,"30",NA,""
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg","RG",2020-08-13,"second","","","no",65,19,100,"30",NA,""
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg","RG",2020-08-26,"third","","","no",65,19,100,"30",NA,""
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg","CZ",2021-06-09,"fourth","","","no",50,0,100,"<1",NA,""
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg",NA,2021-07-12,"fifth",NA,NA,"no",50,0,100,"<1",NA,NA
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg",NA,2021-08-05,"sixth",NA,NA,"no",50,0,100,"<1",NA,NA
"Sib_pro_Gud_1_E_C_Veg_1","Sib_pro","Gudmedalen","Gud_1","E","C","Veg","Gud_1_E_C_Veg","CZ",2021-08-28,"seventh","","","no",50,0,100,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,2020-06-30,"first",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,2020-08-13,"second",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,2020-08-26,"third",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-06-09,"fourth","42","52","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-07-12,"fifth","42","52","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-05,"sixth","42","52","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_4","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-28,"seventh","42","52","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,2020-06-30,"first",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,2020-08-13,"second",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg",NA,2020-08-26,"third",NA,NA,"no",NA,NA,NA,"",NA,NA
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-06-09,"fourth","42","37","yes",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-07-12,"fifth","42","37","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-05,"sixth","42","37","no",NA,NA,NA,"",NA,""
"Sib_pro_Gud_1_E_C_NoVeg_5","Sib_pro","Gudmedalen","Gud_1","E","C","NoVeg","Gud_1_E_C_NoVeg","CZ",2021-08-28,"seventh","42","37","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-06-29,"first","30","18","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-05,"second","30","18","yes",NA,NA,NA,"",NA,"3-6: same TP"
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-25,"third","30","18","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-06-08,"fourth","30","18","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-07-06,"fifth","30","18","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-03,"sixth","30","18","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_4","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-08-28,"seventh","30","18","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_5","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg",NA,NA,"zero",NA,NA,"no",NA,NA,NA,"",NA,NA
"Ver_alp_Ulv_2_E_C_NoVeg_5","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-06-29,"first","32","17","no",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_5","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-05,"second","32","17","yes",NA,NA,NA,"",NA,"3-6: same TP"
"Ver_alp_Ulv_2_E_C_NoVeg_5","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","RG",2020-08-25,"third","32","17","yes",NA,NA,NA,"",NA,""
"Ver_alp_Ulv_2_E_C_NoVeg_5","Ver_alp","Ulvehaugen","Ulv_2","E","C","NoVeg","Ulv_2_E_C_NoVeg","CZ",2021-06-08,"fourth","32","17","yes",NA,NA,NA,"",NA,""
