species,siteID,blockID,OTC,vegetation,plot_seedling_ID,uniqueID,registrator,harvest_date,fresh_weighing_date,leaf_scanned_Y_N,balance_used,speciesID_check,flagged_errors,comments,trait,values
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,6.6e-4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,3.7e-4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,shoot_height,3
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,2
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,1.1
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_width,0.7
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,5.2e-4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,1.4e-4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,0.00149
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,5.2e-4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,shoot_height,3
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,1.5
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_width,1
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,2e-4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,0
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,0.00102
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,1.5e-4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,shoot_height,5
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,4
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,1.5
Ver_alp,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Ver_alp_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_width,1
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,weight_fresh_leaf,4.4e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,weight_dry_leaf,9e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,weight_fresh_whole,6.2e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,weight_dry_whole,7.8e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,shoot_height,4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,leaf_num,4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,leaf_length,1
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,L,Y,DWW > FWW,NA,leaf_width,0.7
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,weight_fresh_leaf,1.6e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,weight_dry_leaf,0
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,weight_fresh_whole,7.1e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,weight_dry_whole,1.1e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,shoot_height,9
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,leaf_num,4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,leaf_length,1.3
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,R,Y,NA,NA,leaf_width,1
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,2.3e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,8e-5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,6.8e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,2.2e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,shoot_height,5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,2
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,3
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_width,1.5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,1.1e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,0
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,9.5e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,2e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,shoot_height,11
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,2.5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_width,0.9
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,1.8e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,0
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,4.3e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,6e-5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,shoot_height,5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,2
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,1.5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_5,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_width,0.7
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,2e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,0
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,6e-4
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,0
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,shoot_height,8
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,3
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,2.5
Ver_alp,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Ver_alp_Skj_1_W_Veg_6,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_width,1.3
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,N,NA,NA,weight_fresh_leaf,0.0016
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,N,NA,NA,weight_dry_leaf,5.3e-4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,N,NA,NA,weight_fresh_whole,0.01129
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,N,NA,NA,weight_dry_whole,0.00356
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,N,NA,NA,leaf_num,2
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,N,NA,NA,leaf_stalk_length,7
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,N,NA,NA,leaf_length,5
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,0.00109
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,3.1e-4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,0.00544
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,0.00164
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_stalk_length,4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_2,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,6.6e-4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,1.9e-4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,0.00489
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,0.00152
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_root,0.00165
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,3
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_stalk_length,6
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_3,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,3
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,0.00139
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,4.3e-4
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,0.00632
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,0.00172
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,3
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_stalk_length,12
Sib_pro,Skjellingahaugen,Skj_1,W,NoVeg,Skj_1_W_NoVeg,Sib_pro_Skj_1_W_NoVeg_4,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_length,5
Sib_pro,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Sib_pro_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_leaf,0.00133
Sib_pro,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Sib_pro_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_leaf,3.7e-4
Sib_pro,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Sib_pro_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_fresh_whole,0.00506
Sib_pro,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Sib_pro_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_dry_whole,9.8e-4
Sib_pro,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Sib_pro_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,weight_root,0.00132
Sib_pro,Skjellingahaugen,Skj_1,W,Veg,Skj_1_W_Veg,Sib_pro_Skj_1_W_Veg_1,"AU, SRG, CZ",2021-08-28,2021-08-31,Y,Ra,Y,NA,NA,leaf_num,2
